Data,Ostatnio,Otwarcie,Max.,Min.,Wol.,Zmiana%
13.11.2018,"2.217,97","2.230,91","2.242,91","2.209,34","18,26M","-0,64%"
09.11.2018,"2.232,25","2.259,66","2.259,66","2.223,95","16,56M","-1,35%"
08.11.2018,"2.262,84","2.280,10","2.294,15","2.258,19","21,97M","-0,61%"
07.11.2018,"2.276,65","2.227,66","2.282,59","2.227,53","24,83M","2,08%"
06.11.2018,"2.230,34","2.237,84","2.239,20","2.214,47","16,63M","-0,15%"
05.11.2018,"2.233,74","2.196,65","2.234,79","2.188,99","15,28M","1,64%"
02.11.2018,"2.197,68","2.169,62","2.208,49","2.169,62","22,66M","2,13%"
31.10.2018,"2.151,88","2.132,00","2.151,88","2.132,00","30,17M","1,37%"
30.10.2018,"2.122,73","2.104,50","2.122,73","2.092,18","15,08M","0,90%"
29.10.2018,"2.103,72","2.089,53","2.118,48","2.089,40","13,90M","1,01%"
26.10.2018,"2.082,77","2.139,90","2.139,90","2.082,77","17,91M","-2,80%"
25.10.2018,"2.142,69","2.124,47","2.144,86","2.111,64","20,41M","-0,08%"
24.10.2018,"2.144,40","2.152,52","2.162,72","2.144,40","19,78M","-0,16%"
23.10.2018,"2.147,81","2.178,47","2.178,47","2.147,81","19,31M","-2,06%"
22.10.2018,"2.193,08","2.203,23","2.211,52","2.179,33","16,55M","-0,18%"
19.10.2018,"2.196,99","2.190,10","2.202,16","2.167,21","16,63M","0,41%"
18.10.2018,"2.188,10","2.197,47","2.207,43","2.180,35","16,97M","-0,52%"
17.10.2018,"2.199,53","2.225,11","2.234,08","2.184,03","23,45M","-0,78%"
16.10.2018,"2.216,80","2.176,49","2.216,80","2.176,49","22,09M","2,15%"
15.10.2018,"2.170,05","2.192,17","2.194,50","2.164,36","17,48M","-0,76%"
12.10.2018,"2.186,62","2.174,35","2.195,33","2.174,35","23,95M","1,24%"
11.10.2018,"2.159,88","2.170,37","2.181,01","2.144,00","25,76M","-1,70%"
10.10.2018,"2.197,34","2.254,22","2.257,03","2.192,51","22,30M","-2,40%"
09.10.2018,"2.251,32","2.221,83","2.257,31","2.220,12","19,09M","1,22%"
08.10.2018,"2.224,13","2.259,71","2.259,71","2.224,13","17,48M","-1,77%"
05.10.2018,"2.264,20","2.275,35","2.278,81","2.256,83","23,64M","-0,50%"
04.10.2018,"2.275,65","2.289,13","2.297,06","2.268,78","26,51M","-0,98%"
03.10.2018,"2.298,20","2.288,11","2.305,09","2.283,55","24,32M","0,80%"
02.10.2018,"2.280,04","2.272,46","2.280,04","2.259,38","17,25M","-0,17%"
01.10.2018,"2.284,01","2.290,80","2.320,98","2.281,78","13,92M","-0,05%"
28.09.2018,"2.285,11","2.304,24","2.310,37","2.258,47","27,17M","-1,29%"
27.09.2018,"2.315,07","2.300,58","2.315,07","2.284,49","20,97M","0,46%"
26.09.2018,"2.304,45","2.292,73","2.304,45","2.285,30","18,93M","0,62%"
25.09.2018,"2.290,19","2.285,80","2.310,95","2.280,16","20,45M","0,42%"
24.09.2018,"2.280,60","2.261,65","2.283,58","2.261,65","23,65M","1,02%"
21.09.2018,"2.257,47","2.266,96","2.286,76","2.256,52","143,57M","-0,05%"
20.09.2018,"2.258,63","2.261,41","2.272,24","2.253,60","26,68M","-0,02%"
19.09.2018,"2.259,10","2.239,49","2.269,89","2.221,57","31,90M","1,26%"
18.09.2018,"2.231,04","2.209,74","2.248,51","2.209,74","20,44M","0,91%"
17.09.2018,"2.210,99","2.230,43","2.231,99","2.209,37","21,58M","-0,94%"
14.09.2018,"2.232,07","2.243,41","2.250,02","2.217,53","16,89M","-0,06%"
13.09.2018,"2.233,46","2.213,26","2.250,11","2.213,26","23,60M","1,05%"
12.09.2018,"2.210,16","2.252,17","2.264,81","2.210,16","38,31M","-1,70%"
11.09.2018,"2.248,35","2.262,79","2.271,93","2.234,38","27,93M","-0,99%"
10.09.2018,"2.270,83","2.258,76","2.274,96","2.251,92","19,00M","0,60%"
07.09.2018,"2.257,30","2.294,98","2.303,91","2.253,47","24,02M","-1,56%"
06.09.2018,"2.293,01","2.291,67","2.313,51","2.290,73","22,39M","-0,11%"
05.09.2018,"2.295,51","2.320,80","2.325,39","2.295,51","32,08M","-1,11%"
04.09.2018,"2.321,24","2.361,39","2.377,02","2.312,13","25,19M","-1,46%"
03.09.2018,"2.355,67","2.340,08","2.370,82","2.337,21","14,02M","0,76%"
31.08.2018,"2.337,96","2.348,60","2.352,70","2.333,37","23,79M","-0,68%"
30.08.2018,"2.353,92","2.381,65","2.387,65","2.352,67","24,80M","-1,12%"
29.08.2018,"2.380,68","2.386,53","2.390,36","2.375,47","25,96M","-0,41%"
28.08.2018,"2.390,42","2.374,80","2.395,77","2.361,78","19,47M","0,86%"
27.08.2018,"2.369,97","2.318,85","2.372,83","2.318,85","17,89M","2,48%"
24.08.2018,"2.312,70","2.322,94","2.322,94","2.308,45","15,80M","-0,44%"
23.08.2018,"2.322,86","2.295,14","2.331,93","2.285,59","27,52M","1,19%"
22.08.2018,"2.295,63","2.275,86","2.308,85","2.272,72","20,83M","0,64%"
21.08.2018,"2.281,02","2.241,25","2.286,19","2.241,25","14,06M","2,01%"
20.08.2018,"2.236,08","2.225,55","2.243,71","2.225,55","16,51M","0,83%"
17.08.2018,"2.217,74","2.265,39","2.265,39","2.217,74","16,08M","-1,96%"
16.08.2018,"2.262,10","2.262,45","2.268,24","2.244,42","18,81M","-0,47%"
14.08.2018,"2.272,73","2.268,70","2.285,87","2.252,28","12,66M","0,52%"
13.08.2018,"2.260,88","2.243,43","2.271,34","2.230,73","16,50M","0,61%"
10.08.2018,"2.247,15","2.308,65","2.308,65","2.247,15","24,70M","-3,34%"
09.08.2018,"2.324,73","2.308,44","2.324,73","2.292,39","13,23M","0,76%"
08.08.2018,"2.307,12","2.321,55","2.331,79","2.301,11","21,39M","0,13%"
07.08.2018,"2.304,11","2.295,30","2.309,59","2.291,68","11,83M","0,36%"
06.08.2018,"2.295,82","2.290,10","2.295,82","2.267,30","8,41M","0,39%"
03.08.2018,"2.286,92","2.284,28","2.301,97","2.277,56","10,68M","0,13%"
02.08.2018,"2.283,94","2.309,85","2.309,85","2.278,44","14,95M","-1,36%"
01.08.2018,"2.315,48","2.304,04","2.315,48","2.278,54","19,27M","0,58%"
31.07.2018,"2.302,13","2.322,89","2.327,20","2.294,90","22,47M","-1,10%"
30.07.2018,"2.327,77","2.289,23","2.327,77","2.281,26","15,67M","1,62%"
27.07.2018,"2.290,77","2.306,43","2.309,18","2.285,08","13,81M","-0,60%"
26.07.2018,"2.304,67","2.263,96","2.309,86","2.263,96","21,76M","1,94%"
25.07.2018,"2.260,70","2.250,61","2.268,20","2.236,63","15,24M","0,73%"
24.07.2018,"2.244,27","2.209,65","2.249,28","2.209,65","21,41M","1,80%"
23.07.2018,"2.204,53","2.189,20","2.213,88","2.184,77","17,75M","0,99%"
20.07.2018,"2.182,92","2.142,09","2.182,92","2.138,68","24,53M","1,68%"
19.07.2018,"2.146,82","2.137,60","2.150,64","2.127,36","19,91M","-0,11%"
18.07.2018,"2.149,12","2.155,27","2.167,04","2.140,81","15,72M","-0,19%"
17.07.2018,"2.153,21","2.141,57","2.154,62","2.132,06","16,47M","0,90%"
16.07.2018,"2.133,98","2.155,15","2.165,93","2.133,98","9,57M","-1,07%"
13.07.2018,"2.157,14","2.169,37","2.173,75","2.147,66","11,28M","-0,19%"
12.07.2018,"2.161,20","2.160,13","2.169,94","2.157,49","13,20M","0,32%"
11.07.2018,"2.154,28","2.171,87","2.171,87","2.150,88","13,98M","-1,07%"
10.07.2018,"2.177,67","2.154,32","2.194,86","2.144,66","20,83M","1,21%"
09.07.2018,"2.151,70","2.162,62","2.174,69","2.141,14","11,23M","-0,02%"
06.07.2018,"2.152,06","2.158,24","2.165,15","2.148,83","14,27M","-0,21%"
05.07.2018,"2.156,59","2.164,27","2.184,32","2.154,51","13,92M","-1,19%"
04.07.2018,"2.182,51","2.156,43","2.182,51","2.156,39","9,61M","1,03%"
03.07.2018,"2.160,24","2.125,36","2.162,03","2.123,69","12,36M","1,93%"
02.07.2018,"2.119,31","2.119,70","2.125,11","2.097,76","15,84M","-0,76%"
29.06.2018,"2.135,47","2.111,05","2.135,47","2.111,05","21,96M","1,75%"
28.06.2018,"2.098,75","2.141,71","2.141,71","2.096,93","19,64M","-2,08%"
27.06.2018,"2.143,25","2.149,33","2.154,87","2.129,80","19,42M","-0,47%"
26.06.2018,"2.153,40","2.156,24","2.174,11","2.151,81","18,25M","-0,12%"
25.06.2018,"2.155,90","2.154,93","2.177,65","2.149,03","18,59M","-0,32%"
22.06.2018,"2.162,88","2.158,13","2.174,15","2.155,02","21,10M","0,56%"
21.06.2018,"2.150,91","2.159,39","2.167,56","2.127,92","19,89M","-0,15%"
20.06.2018,"2.154,18","2.126,96","2.176,46","2.126,96","16,67M","1,58%"
19.06.2018,"2.120,75","2.137,66","2.137,66","2.108,10","23,46M","-1,41%"
18.06.2018,"2.150,98","2.203,75","2.209,50","2.146,34","15,52M","-2,36%"
15.06.2018,"2.203,01","2.240,09","2.245,12","2.203,01","47,62M","-1,58%"
14.06.2018,"2.238,39","2.232,51","2.247,99","2.219,84","18,22M","-0,02%"
13.06.2018,"2.238,94","2.256,86","2.256,86","2.227,14","23,77M","-0,60%"
12.06.2018,"2.252,39","2.237,53","2.256,63","2.235,84","17,69M","0,80%"
11.06.2018,"2.234,52","2.259,61","2.266,29","2.229,68","13,89M","-0,69%"
08.06.2018,"2.250,06","2.260,53","2.260,53","2.244,42","17,55M","-0,91%"
07.06.2018,"2.270,75","2.267,32","2.287,02","2.260,17","24,58M","0,62%"
06.06.2018,"2.256,67","2.259,34","2.266,11","2.247,02","23,62M","0,03%"
05.06.2018,"2.255,95","2.217,10","2.255,95","2.197,38","24,15M","2,07%"
04.06.2018,"2.210,10","2.198,46","2.221,05","2.198,35","20,71M","0,91%"
01.06.2018,"2.190,26","2.158,00","2.190,26","2.144,73","30,13M","1,54%"
30.05.2018,"2.157,07","2.186,58","2.186,58","2.151,50","159,37M","-1,59%"
29.05.2018,"2.191,95","2.208,65","2.208,65","2.161,35","36,31M","-1,17%"
28.05.2018,"2.217,87","2.214,87","2.232,88","2.204,55","12,35M","0,21%"
25.05.2018,"2.213,24","2.216,49","2.226,00","2.196,02","29,69M","-0,00%"
24.05.2018,"2.213,26","2.212,23","2.241,43","2.208,72","30,16M","0,18%"
23.05.2018,"2.209,32","2.242,19","2.242,19","2.200,81","28,55M","-1,75%"
22.05.2018,"2.248,71","2.267,88","2.269,15","2.237,66","19,61M","-0,87%"
21.05.2018,"2.268,39","2.231,47","2.272,61","2.231,47","16,85M","1,71%"
18.05.2018,"2.230,32","2.256,15","2.268,61","2.222,17","21,80M","-1,13%"
17.05.2018,"2.255,78","2.269,54","2.280,22","2.253,60","23,79M","-0,88%"
16.05.2018,"2.275,91","2.278,96","2.278,96","2.254,88","21,01M","-0,02%"
15.05.2018,"2.276,45","2.311,71","2.311,71","2.273,50","37,03M","-1,92%"
14.05.2018,"2.321,09","2.328,58","2.333,07","2.308,97","15,06M","-0,36%"
11.05.2018,"2.329,36","2.303,97","2.329,36","2.299,44","16,77M","1,16%"
10.05.2018,"2.302,71","2.292,11","2.311,55","2.279,41","26,55M","0,95%"
09.05.2018,"2.281,12","2.236,49","2.282,00","2.236,49","22,33M","2,00%"
08.05.2018,"2.236,40","2.215,62","2.236,40","2.210,68","26,74M","1,00%"
07.05.2018,"2.214,36","2.242,80","2.251,42","2.213,06","11,50M","-0,85%"
04.05.2018,"2.233,35","2.280,50","2.280,50","2.227,94","18,29M","-2,56%"
02.05.2018,"2.291,92","2.291,87","2.306,05","2.284,35","15,07M","0,00%"
30.04.2018,"2.291,87","2.277,25","2.298,23","2.277,11","12,11M","0,68%"
27.04.2018,"2.276,41","2.286,49","2.291,15","2.271,05","16,39M","-0,30%"
26.04.2018,"2.283,15","2.257,11","2.284,31","2.253,30","18,87M","1,16%"
25.04.2018,"2.257,00","2.266,88","2.276,97","2.253,15","20,47M","-0,53%"
24.04.2018,"2.269,06","2.296,24","2.315,26","2.269,06","20,94M","-0,98%"
23.04.2018,"2.291,59","2.299,31","2.309,34","2.289,68","17,63M","-0,29%"
20.04.2018,"2.298,20","2.322,32","2.334,22","2.298,20","21,45M","-1,14%"
19.04.2018,"2.324,73","2.310,94","2.341,94","2.308,03","17,01M","0,40%"
18.04.2018,"2.315,50","2.306,43","2.316,06","2.293,11","20,96M","0,33%"
17.04.2018,"2.307,95","2.304,58","2.310,61","2.291,39","16,63M","0,34%"
16.04.2018,"2.300,20","2.311,13","2.313,96","2.291,08","10,68M","-0,44%"
13.04.2018,"2.310,32","2.310,75","2.321,97","2.304,72","18,52M","0,17%"
12.04.2018,"2.306,44","2.270,78","2.310,67","2.267,99","21,92M","1,52%"
11.04.2018,"2.271,93","2.274,22","2.287,53","2.254,20","25,20M","-0,13%"
10.04.2018,"2.274,81","2.280,21","2.287,35","2.253,65","30,39M","0,56%"
09.04.2018,"2.262,16","2.261,72","2.288,20","2.248,23","23,03M","0,15%"
06.04.2018,"2.258,80","2.244,33","2.268,22","2.231,61","16,92M","0,68%"
05.04.2018,"2.243,58","2.222,86","2.247,25","2.222,86","16,92M","1,94%"
04.04.2018,"2.200,99","2.238,25","2.238,25","2.197,99","20,73M","-1,70%"
03.04.2018,"2.239,15","2.211,17","2.249,40","2.199,53","18,92M","1,30%"
29.03.2018,"2.210,38","2.215,94","2.227,06","2.210,26","17,31M","0,30%"
28.03.2018,"2.203,70","2.238,85","2.238,85","2.192,91","28,63M","-1,90%"
27.03.2018,"2.246,32","2.258,98","2.283,33","2.246,32","19,03M","0,25%"
26.03.2018,"2.240,65","2.260,83","2.270,45","2.238,74","16,79M","-0,73%"
23.03.2018,"2.257,22","2.254,88","2.265,16","2.230,87","22,17M","-0,74%"
22.03.2018,"2.274,10","2.313,07","2.329,54","2.266,96","28,59M","-2,01%"
21.03.2018,"2.320,77","2.268,87","2.322,94","2.268,87","26,44M","2,14%"
20.03.2018,"2.272,09","2.250,26","2.278,69","2.237,96","22,18M","1,05%"
19.03.2018,"2.248,53","2.285,14","2.291,00","2.248,53","16,20M","-1,60%"
16.03.2018,"2.285,08","2.320,19","2.324,41","2.280,75","62,26M","-1,58%"
15.03.2018,"2.321,87","2.343,78","2.354,45","2.319,47","21,05M","-0,60%"
14.03.2018,"2.335,97","2.353,74","2.355,06","2.332,48","28,55M","-0,72%"
13.03.2018,"2.353,02","2.379,28","2.380,12","2.349,35","23,99M","-1,08%"
12.03.2018,"2.378,72","2.362,62","2.380,48","2.359,56","17,17M","1,03%"
09.03.2018,"2.354,54","2.322,03","2.354,54","2.295,87","23,88M","1,40%"
08.03.2018,"2.322,09","2.362,53","2.362,53","2.320,21","23,04M","-1,59%"
07.03.2018,"2.359,57","2.327,37","2.363,38","2.317,42","25,35M","0,86%"
06.03.2018,"2.339,51","2.344,54","2.351,07","2.331,30","18,83M","0,40%"
05.03.2018,"2.330,10","2.303,10","2.330,10","2.296,48","14,02M","0,69%"
02.03.2018,"2.314,23","2.327,98","2.330,15","2.298,69","23,19M","-0,89%"
01.03.2018,"2.334,96","2.361,73","2.365,51","2.316,63","30,07M","-1,24%"
28.02.2018,"2.364,32","2.410,71","2.410,71","2.364,32","34,96M","-2,36%"
27.02.2018,"2.421,51","2.417,07","2.429,65","2.411,49","23,94M","0,53%"
26.02.2018,"2.408,63","2.418,02","2.429,68","2.403,09","11,84M","0,10%"
23.02.2018,"2.406,11","2.412,41","2.427,26","2.393,61","16,01M","-0,19%"
22.02.2018,"2.410,69","2.389,87","2.416,42","2.372,06","26,23M","0,22%"
21.02.2018,"2.405,47","2.409,27","2.411,07","2.392,71","18,15M","-0,32%"
20.02.2018,"2.413,23","2.404,56","2.415,33","2.392,16","7,94M","0,20%"
19.02.2018,"2.408,49","2.409,93","2.420,91","2.399,39","7,44M","0,06%"
16.02.2018,"2.406,96","2.445,40","2.448,61","2.396,54","13,45M","-0,69%"
15.02.2018,"2.423,57","2.461,15","2.473,58","2.423,57","17,93M","-1,07%"
14.02.2018,"2.449,79","2.439,12","2.449,79","2.413,79","19,55M","0,75%"
13.02.2018,"2.431,67","2.417,65","2.431,67","2.416,23","19,28M","0,71%"
12.02.2018,"2.414,41","2.402,18","2.430,88","2.402,18","15,32M","1,33%"
09.02.2018,"2.382,79","2.396,78","2.409,64","2.375,41","32,36M","-0,98%"
08.02.2018,"2.406,48","2.440,29","2.445,80","2.406,48","21,04M","-1,44%"
07.02.2018,"2.441,67","2.426,89","2.441,67","2.421,19","26,69M","1,23%"
06.02.2018,"2.412,03","2.445,53","2.450,47","2.401,89","32,49M","-3,75%"
05.02.2018,"2.505,98","2.492,39","2.508,70","2.482,56","17,94M","-0,05%"
02.02.2018,"2.507,24","2.526,55","2.530,02","2.502,95","17,74M","-1,06%"
01.02.2018,"2.534,21","2.558,83","2.580,23","2.511,05","17,53M","-0,77%"
31.01.2018,"2.553,81","2.565,29","2.577,48","2.553,81","17,99M","-0,48%"
30.01.2018,"2.566,14","2.581,75","2.581,75","2.557,59","17,76M","-1,05%"
29.01.2018,"2.593,40","2.599,20","2.607,83","2.583,40","14,46M","-0,27%"
26.01.2018,"2.600,48","2.592,23","2.601,99","2.587,26","19,19M","0,43%"
25.01.2018,"2.589,30","2.614,92","2.616,47","2.587,95","20,92M","-1,23%"
24.01.2018,"2.621,59","2.629,40","2.630,21","2.606,34","19,31M","-0,33%"
23.01.2018,"2.630,37","2.629,53","2.650,16","2.613,07","28,51M","0,36%"
22.01.2018,"2.620,87","2.600,44","2.621,93","2.599,95","17,12M","0,73%"
19.01.2018,"2.601,82","2.592,75","2.604,46","2.589,89","14,91M","0,41%"
18.01.2018,"2.591,22","2.604,79","2.610,63","2.591,22","17,71M","-0,35%"
17.01.2018,"2.600,37","2.587,72","2.606,59","2.584,69","20,61M","0,36%"
16.01.2018,"2.591,10","2.541,61","2.602,34","2.529,68","30,69M","1,91%"
15.01.2018,"2.542,65","2.535,37","2.546,66","2.523,83","9,11M","0,13%"
12.01.2018,"2.539,29","2.536,81","2.550,79","2.527,02","17,34M","0,19%"
11.01.2018,"2.534,56","2.517,35","2.534,56","2.504,67","24,59M","0,93%"
10.01.2018,"2.511,27","2.531,05","2.531,60","2.499,76","20,88M","-0,68%"
09.01.2018,"2.528,38","2.552,50","2.555,69","2.522,21","23,98M","-0,79%"
08.01.2018,"2.548,61","2.534,53","2.551,32","2.529,45","20,12M","0,75%"
05.01.2018,"2.529,55","2.530,77","2.538,34","2.514,09","24,86M","-0,14%"
04.01.2018,"2.533,17","2.473,23","2.536,84","2.473,23","30,46M","2,84%"
03.01.2018,"2.463,25","2.463,26","2.474,76","2.430,69","20,68M","0,08%"
29.12.2017,"2.461,21","2.479,48","2.481,71","2.452,07","14,24M","-0,77%"
28.12.2017,"2.480,25","2.475,48","2.484,41","2.464,31","14,43M","-0,02%"
27.12.2017,"2.480,63","2.445,51","2.480,63","2.445,51","16,98M","1,43%"
22.12.2017,"2.445,65","2.462,69","2.468,27","2.445,65","10,11M","-0,73%"
21.12.2017,"2.463,59","2.460,57","2.467,89","2.450,37","14,93M","0,17%"
20.12.2017,"2.459,33","2.455,50","2.473,47","2.453,77","16,78M","0,14%"
19.12.2017,"2.455,99","2.465,96","2.478,97","2.455,99","14,65M","-0,41%"
18.12.2017,"2.466,08","2.420,28","2.466,08","2.420,28","16,87M","2,03%"
15.12.2017,"2.416,95","2.430,72","2.432,48","2.402,95","39,45M","-0,73%"
14.12.2017,"2.434,61","2.405,42","2.434,61","2.404,08","25,03M","1,04%"
13.12.2017,"2.409,46","2.411,34","2.415,97","2.400,94","16,89M","-0,17%"
12.12.2017,"2.413,68","2.385,06","2.413,68","2.375,20","23,13M","1,12%"
11.12.2017,"2.386,93","2.410,81","2.417,30","2.381,80","13,45M","-0,91%"
08.12.2017,"2.408,83","2.400,60","2.426,90","2.397,88","24,55M","0,65%"
07.12.2017,"2.393,34","2.396,49","2.414,00","2.378,22","30,21M","-0,06%"
06.12.2017,"2.394,67","2.400,90","2.405,69","2.383,18","28,56M","-0,54%"
05.12.2017,"2.407,72","2.403,25","2.423,52","2.396,60","16,61M","0,15%"
04.12.2017,"2.404,15","2.392,69","2.424,97","2.370,52","18,50M","0,60%"
01.12.2017,"2.389,92","2.411,13","2.430,44","2.376,91","20,57M","-0,78%"
30.11.2017,"2.408,69","2.436,48","2.449,14","2.408,69","44,73M","-1,13%"
29.11.2017,"2.436,24","2.491,96","2.506,20","2.436,24","17,02M","-1,99%"
28.11.2017,"2.485,71","2.494,79","2.498,45","2.473,94","18,23M","-0,46%"
27.11.2017,"2.497,15","2.477,97","2.504,29","2.471,74","13,57M","0,72%"
24.11.2017,"2.479,25","2.502,59","2.518,04","2.478,62","11,57M","-0,99%"
23.11.2017,"2.503,93","2.482,04","2.514,94","2.473,79","11,57M","0,58%"
22.11.2017,"2.489,50","2.490,63","2.500,37","2.472,85","18,17M","0,02%"
21.11.2017,"2.489,08","2.469,21","2.496,62","2.465,91","21,24M","0,85%"
20.11.2017,"2.468,09","2.438,15","2.470,34","2.431,37","14,08M","0,99%"
17.11.2017,"2.443,83","2.412,64","2.445,70","2.410,81","13,23M","1,36%"
16.11.2017,"2.411,11","2.428,52","2.438,67","2.409,42","24,88M","-0,32%"
15.11.2017,"2.418,96","2.460,26","2.460,26","2.412,78","17,08M","-1,84%"
14.11.2017,"2.464,35","2.464,53","2.477,10","2.456,17","20,01M","0,40%"
13.11.2017,"2.454,60","2.458,90","2.472,26","2.442,08","26,69M","-0,12%"
10.11.2017,"2.457,62","2.477,93","2.482,26","2.456,04","26,89M","-0,83%"
09.11.2017,"2.478,21","2.513,25","2.513,88","2.466,03","20,89M","-1,40%"
08.11.2017,"2.513,34","2.545,38","2.548,95","2.512,40","20,13M","-0,91%"
07.11.2017,"2.536,37","2.521,05","2.566,59","2.521,05","23,71M","0,84%"
06.11.2017,"2.515,34","2.497,52","2.522,12","2.486,33","14,10M","0,83%"
03.11.2017,"2.494,52","2.503,49","2.509,59","2.483,21","16,36M","-0,28%"
02.11.2017,"2.501,40","2.524,52","2.532,85","2.496,85","15,11M","-0,93%"
31.10.2017,"2.524,90","2.514,24","2.524,90","2.504,11","15,67M","0,31%"
30.10.2017,"2.517,03","2.490,80","2.521,41","2.490,80","12,46M","1,15%"
27.10.2017,"2.488,50","2.462,46","2.492,93","2.454,83","25,52M","1,32%"
26.10.2017,"2.456,17","2.452,47","2.463,63","2.441,88","30,67M","0,26%"
25.10.2017,"2.449,89","2.449,02","2.466,39","2.443,27","13,71M","0,06%"
24.10.2017,"2.448,45","2.468,98","2.474,35","2.447,09","20,89M","-1,01%"
23.10.2017,"2.473,42","2.466,64","2.487,81","2.466,64","14,76M","0,32%"
20.10.2017,"2.465,51","2.473,82","2.486,56","2.457,52","19,16M","-0,08%"
19.10.2017,"2.467,49","2.490,24","2.501,36","2.465,78","20,08M","-1,39%"
18.10.2017,"2.502,34","2.518,16","2.526,25","2.502,34","18,13M","-0,48%"
17.10.2017,"2.514,36","2.534,17","2.538,75","2.514,36","20,08M","-0,80%"
16.10.2017,"2.534,52","2.528,44","2.546,95","2.528,44","15,73M","0,25%"
13.10.2017,"2.528,16","2.538,56","2.546,32","2.528,16","14,28M","-0,38%"
12.10.2017,"2.537,69","2.557,48","2.566,02","2.536,52","21,37M","-0,55%"
11.10.2017,"2.551,78","2.520,81","2.556,95","2.519,87","32,74M","1,40%"
10.10.2017,"2.516,49","2.506,81","2.519,73","2.503,89","15,67M","0,69%"
09.10.2017,"2.499,35","2.483,61","2.499,35","2.479,67","11,98M","0,80%"
06.10.2017,"2.479,46","2.466,00","2.485,35","2.463,56","20,00M","0,65%"
05.10.2017,"2.463,45","2.444,16","2.469,80","2.439,73","17,93M","0,79%"
04.10.2017,"2.444,19","2.470,39","2.489,93","2.443,82","25,13M","-1,03%"
03.10.2017,"2.469,51","2.471,22","2.488,67","2.465,90","19,84M","-0,00%"
02.10.2017,"2.469,58","2.459,84","2.480,47","2.456,08","15,27M","0,66%"
29.09.2017,"2.453,46","2.430,17","2.462,04","2.430,17","19,54M","1,09%"
28.09.2017,"2.427,04","2.430,81","2.440,40","2.422,97","18,05M","-0,28%"
27.09.2017,"2.433,82","2.447,67","2.456,47","2.430,03","12,15M","-0,39%"
26.09.2017,"2.443,34","2.452,04","2.461,48","2.437,15","14,17M","-0,40%"
25.09.2017,"2.453,15","2.479,08","2.485,20","2.453,15","12,08M","-1,11%"
22.09.2017,"2.480,73","2.464,57","2.481,28","2.460,28","16,70M","0,49%"
21.09.2017,"2.468,72","2.501,16","2.501,16","2.464,53","18,55M","-1,24%"
20.09.2017,"2.499,63","2.505,52","2.518,10","2.480,20","12,88M","-0,13%"
19.09.2017,"2.502,81","2.495,79","2.512,63","2.495,79","16,35M","0,04%"
18.09.2017,"2.501,75","2.503,74","2.525,41","2.497,10","15,09M","0,14%"
15.09.2017,"2.498,32","2.507,00","2.514,27","2.492,89","44,02M","-0,36%"
14.09.2017,"2.507,43","2.502,15","2.511,08","2.498,32","20,55M","0,29%"
13.09.2017,"2.500,16","2.507,73","2.522,25","2.499,45","18,01M","-0,23%"
12.09.2017,"2.505,88","2.518,15","2.536,08","2.500,09","18,66M","-0,30%"
11.09.2017,"2.513,44","2.489,43","2.524,21","2.489,43","17,10M","1,20%"
08.09.2017,"2.483,58","2.488,67","2.499,63","2.479,83","18,17M","-0,33%"
07.09.2017,"2.491,79","2.511,82","2.528,65","2.482,13","24,76M","-0,82%"
06.09.2017,"2.512,40","2.512,11","2.528,30","2.506,30","18,70M","-0,20%"
05.09.2017,"2.517,45","2.521,04","2.550,74","2.513,24","20,40M","-0,08%"
04.09.2017,"2.519,42","2.513,38","2.525,72","2.508,27","15,06M","-0,32%"
01.09.2017,"2.527,62","2.512,46","2.528,82","2.508,86","15,90M","0,45%"
31.08.2017,"2.516,26","2.520,23","2.532,83","2.501,59","26,15M","-0,33%"
30.08.2017,"2.524,57","2.507,29","2.537,24","2.503,35","24,31M","1,08%"
29.08.2017,"2.497,58","2.525,41","2.525,41","2.479,35","23,90M","-1,33%"
28.08.2017,"2.531,31","2.474,13","2.534,04","2.470,06","21,49M","2,41%"
25.08.2017,"2.471,74","2.464,81","2.481,63","2.459,27","19,64M","0,63%"
24.08.2017,"2.456,27","2.395,30","2.456,82","2.395,30","28,82M","2,73%"
23.08.2017,"2.391,06","2.387,52","2.395,62","2.374,66","14,97M","0,16%"
22.08.2017,"2.387,24","2.380,47","2.393,15","2.376,43","18,20M","0,42%"
21.08.2017,"2.377,28","2.358,89","2.378,20","2.350,86","18,08M","0,74%"
18.08.2017,"2.359,87","2.346,80","2.359,87","2.338,60","18,98M","0,28%"
17.08.2017,"2.353,18","2.378,87","2.381,49","2.353,18","22,42M","-1,18%"
16.08.2017,"2.381,18","2.378,88","2.401,17","2.378,88","24,49M","0,19%"
14.08.2017,"2.376,66","2.375,77","2.388,28","2.374,89","12,26M","0,21%"
11.08.2017,"2.371,72","2.373,71","2.379,21","2.364,30","17,59M","-0,46%"
10.08.2017,"2.382,67","2.403,19","2.412,20","2.378,92","20,44M","-1,06%"
09.08.2017,"2.408,11","2.420,38","2.420,38","2.391,26","18,51M","-0,70%"
08.08.2017,"2.425,02","2.387,51","2.425,02","2.383,14","17,92M","1,54%"
07.08.2017,"2.388,21","2.380,96","2.391,39","2.376,42","12,89M","0,34%"
04.08.2017,"2.380,16","2.365,84","2.385,36","2.365,84","14,22M","0,62%"
03.08.2017,"2.365,48","2.365,65","2.374,80","2.353,22","19,91M","-0,02%"
